 2023-04-14 15:10:12,992 - Key.ctrl_l
 2023-04-14 15:10:13,002 - '\x03'
 2023-04-14 15:10:15,994 - Key.ctrl_l
 2023-04-14 15:10:16,123 - '\x16'
 2023-04-14 15:10:20,970 - Key.ctrl_l
 2023-04-14 15:10:21,371 - '\x03'
 2023-04-14 15:10:24,434 - Key.enter
 2023-04-14 15:10:24,562 - Key.ctrl_l
 2023-04-14 15:10:24,667 - '\x16'
 2023-04-14 15:10:27,915 - Key.ctrl_l
 2023-04-14 15:10:28,347 - '\x03'
 2023-04-14 15:10:30,618 - Key.enter
 2023-04-14 15:10:30,722 - Key.ctrl_l
 2023-04-14 15:10:30,835 - '\x16'
 2023-04-14 15:10:34,690 - Key.ctrl_l
 2023-04-14 15:10:35,198 - Key.ctrl_l
 2023-04-14 15:10:35,228 - Key.ctrl_l
 2023-04-14 15:10:35,260 - Key.ctrl_l
 2023-04-14 15:10:35,291 - Key.ctrl_l
 2023-04-14 15:10:35,338 - Key.ctrl_l
 2023-04-14 15:10:35,369 - Key.ctrl_l
 2023-04-14 15:10:35,401 - Key.ctrl_l
 2023-04-14 15:10:35,427 - '\x03'
 2023-04-14 15:10:40,794 - Key.enter
 2023-04-14 15:10:40,914 - Key.ctrl_l
 2023-04-14 15:10:40,995 - '\x16'
 2023-04-14 15:11:14,946 - 'a'
 2023-04-14 15:11:18,634 - Key.backspace
 2023-04-14 15:11:26,218 - Key.backspace
 2023-04-14 15:11:34,794 - Key.ctrl_l
 2023-04-14 15:11:35,011 - '\x03'
 2023-04-14 15:11:37,338 - Key.ctrl_l
 2023-04-14 15:11:37,434 - '\x16'
 2023-04-14 15:11:37,482 - '\x16'
 2023-04-14 15:11:38,482 - Key.ctrl_l
 2023-04-14 15:11:38,982 - Key.ctrl_l
 2023-04-14 15:11:39,028 - Key.ctrl_l
 2023-04-14 15:11:39,059 - Key.ctrl_l
 2023-04-14 15:11:39,090 - Key.ctrl_l
 2023-04-14 15:11:39,122 - Key.ctrl_l
 2023-04-14 15:11:39,153 - Key.ctrl_l
 2023-04-14 15:11:39,184 - Key.ctrl_l
 2023-04-14 15:11:39,215 - Key.ctrl_l
 2023-04-14 15:11:39,247 - Key.ctrl_l
 2023-04-14 15:11:39,259 - '\x1a'
 2023-04-14 15:11:44,602 - ','
 2023-04-14 15:11:44,738 - Key.space
 2023-04-14 15:12:20,634 - Key.ctrl_l
 2023-04-14 15:12:20,899 - '\x03'
 2023-04-14 15:12:27,954 - Key.enter
 2023-04-14 15:12:28,778 - 'f'
 2023-04-14 15:12:28,946 - 'r'
 2023-04-14 15:12:29,114 - 'o'
 2023-04-14 15:12:29,402 - 'm'
 2023-04-14 15:12:29,618 - Key.space
 2023-04-14 15:12:31,618 - 'p'
 2023-04-14 15:12:32,178 - 'y'
 2023-04-14 15:12:32,538 - 'n'
 2023-04-14 15:12:33,122 - Key.tab
 2023-04-14 15:12:34,474 - '.'
 2023-04-14 15:12:34,866 - 'm'
 2023-04-14 15:12:35,562 - Key.tab
 2023-04-14 15:12:36,234 - Key.space
 2023-04-14 15:12:36,970 - 'i'
 2023-04-14 15:12:37,186 - 'm'
 2023-04-14 15:12:37,498 - 'p'
 2023-04-14 15:12:37,714 - 'o'
 2023-04-14 15:12:38,034 - Key.tab
 2023-04-14 15:12:38,650 - Key.shift
 2023-04-14 15:12:39,165 - Key.shift
 2023-04-14 15:12:39,197 - Key.shift
 2023-04-14 15:12:39,218 - 'L'
 2023-04-14 15:12:39,506 - 'i'
 2023-04-14 15:12:39,610 - 's'
 2023-04-14 15:12:40,026 - Key.tab
 2023-04-14 15:12:42,114 - Key.ctrl_l
 2023-04-14 15:12:42,627 - Key.ctrl_l
 2023-04-14 15:12:42,658 - Key.ctrl_l
 2023-04-14 15:12:42,659 - '\x1a'
 2023-04-14 15:12:45,706 - Key.ctrl_l
 2023-04-14 15:12:47,834 - Key.ctrl_l
 2023-04-14 15:12:48,266 - '\x03'
 2023-04-14 15:12:49,602 - Key.ctrl_l
 2023-04-14 15:12:49,938 - '\x01'
 2023-04-14 15:12:50,418 - '\x16'
